timestamp,vaPower[1],vaPower[2],vaPower[3],vaPower[4],vaPower[5],vaPower[6],vaCurr[1],vaCurr[2],vaCurr[3],vaCurr[4],vaCurr[5],vaCurr[6],aaTorque[1],aaTorque[2],aaTorque[3],aaTorque[4],aaTorque[5],aaTorque[6],aaDtbb[1],aaDtbb[2],aaDtbb[3],aaDtbb[4],aaDtbb[5],aaDtbb[6],cmdSpeedRel[1],cmdSpeedRel[2],cmdSpeedRel[3],cmdSpeedRel[4],cmdSpeedRel[5],cmdSpeedRel[6],channelNo,speedOvr,spindleType,status_LogicalSpindle,paramSetNo,status_Spindle,progEvent,progStatus,actFeedRate,cmdFeedRate,cmdSpeedRel,actParts,MachiningTimeRecording,toolNo
2026-01-12 11:06:23,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0028015137067995965,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:25,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.004669189511332661,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.004,-0.017,-0.012,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:27,0.0,0.0,0.0,0.0,0.0,0.0,-0.7732177830766886,0.0037353516090661287,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:28,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.015875244338531047,0.10552368295611814,-0.0037353516090661287,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,0.00012149810793445587,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:30,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.005603027413599193,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.005,-0.017,-0.012,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:31,0.0,0.0,0.0,0.0,0.0,0.0,-0.7732177830766886,0.0037353516090661287,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:33,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0028015137067995965,-0.024279785458929837,-0.015875244338531047,0.10552368295611814,-0.004669189511332661,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:35,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0028015137067995965,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.0,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:36,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.004669189511332661,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.004,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:38,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0028015137067995965,-0.024279785458929837,-0.01680908224079758,0.10645752085838467,-0.0037353516090661287,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,0.00012054443361785888,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:40,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0028015137067995965,-0.024279785458929837,-0.01680908224079758,0.10645752085838467,-0.004669189511332661,-0.527,0.0,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,0.00011787414553138733,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:41,0.0,0.0,0.0,0.0,0.0,0.0,-0.7732177830766886,0.0037353516090661287,-0.024279785458929837,-0.01774292014306411,0.10645752085838467,-0.0037353516090661287,-0.527,0.003,-0.017,-0.007,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:43,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.004669189511332661,-0.024279785458929837,-0.014007568533997983,0.10645752085838467,-0.0037353516090661287,-0.527,0.005,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:44,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.001,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:46,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0028015137067995965,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.004669189511332661,-0.527,0.0,-0.017,-0.016,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,0.00012054443361785888,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:48,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.004669189511332661,-0.024279785458929837,-0.014941406436264515,0.10645752085838467,-0.0037353516090661287,-0.527,0.001,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:49,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.004669189511332661,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,0.00012149810793445587,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:51,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0028015137067995965,-0.024279785458929837,-0.015875244338531047,0.10552368295611814,-0.004669189511332661,-0.527,0.001,-0.017,-0.006,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:52,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.01680908224079758,0.10645752085838467,-0.0037353516090661287,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:54,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.004669189511332661,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,0.00011787414553138733,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:56,0.0,0.0,0.0,0.0,0.0,0.0,-0.7732177830766886,0.0037353516090661287,-0.024279785458929837,-0.014941406436264515,0.10645752085838467,-0.004669189511332661,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:57,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:06:59,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.004669189511332661,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,0.00012149810793445587,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:01,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.014941406436264515,0.10645752085838467,-0.0037353516090661287,-0.527,0.0,-0.017,-0.006,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:02,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.001,-0.017,-0.012,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:04,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.01774292014306411,0.10645752085838467,-0.0037353516090661287,-0.527,0.0,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:05,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0028015137067995965,-0.024279785458929837,-0.014941406436264515,0.10645752085838467,-0.004669189511332661,-0.527,0.0,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:07,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.004669189511332661,-0.527,0.001,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:09,0.0,0.0,0.0,0.0,0.0,0.0,-0.7732177830766886,0.0028015137067995965,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.004669189511332661,-0.527,0.0,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:10,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.004669189511332661,-0.527,0.001,-0.017,-0.016,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:12,0.0,0.0,0.0,0.0,0.0,0.0,-0.7732177830766886,0.005603027413599193,-0.024279785458929837,-0.014007568533997983,0.10645752085838467,-0.0037353516090661287,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:13,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.004669189511332661,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.005,-0.017,-0.012,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,0.00012054443361785888,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:15,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.015875244338531047,0.10645752085838467,-0.0037353516090661287,-0.527,0.001,-0.017,-0.012,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:17,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.01680908224079758,0.10645752085838467,-0.0037353516090661287,-0.527,0.002,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:18,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.023345947556663305,-0.01680908224079758,0.10645752085838467,-0.0037353516090661287,-0.527,0.003,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:20,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.01680908224079758,0.10645752085838467,-0.0037353516090661287,-0.527,0.001,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:22,0.0,0.0,0.0,0.0,0.0,0.0,-0.7732177830766886,0.0037353516090661287,-0.024279785458929837,-0.014941406436264515,0.10645752085838467,-0.004669189511332661,-0.527,0.005,-0.017,-0.011,0.07200000000000001,-0.003,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
2026-01-12 11:07:23,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741516209789552,0.0037353516090661287,-0.024279785458929837,-0.01680908224079758,0.10645752085838467,-0.0037353516090661287,-0.527,0.001,-0.017,-0.011,0.07200000000000001,-0.004,0.000233245849609375,0.0001583099365234375,0.00039373779296875,4.510498046875e-05,0.000431060791015625,0.00016072082519895048,3.8146972663879395e-06,1.335144043235779e-06,2.2888183598327636e-06,2.2888183598327636e-06,9.918212892608641e-06,5.149841309623718e-06,1,0.0,1,0,1,0,0,5,0.0,0.0,3.8146972663879395e-06,0.0,0,1
